ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
12597,25,199.02,1,4975.5,2019-06-28,184,Cancelled,Trains,248.83,S599-4080,Customer_1897,+19-928-1993,2428 Main Street,London,52759,France,LastName_737,FirstName_95,Large
12598,3,199.73,3,599.19,2018-03-17,313,In Process,Planes,283.68,S574-4347,Customer_1685,+84-982-9159,1588 Main Street,Amsterdam,36226,France,LastName_1827,FirstName_241,Small
12599,7,323.46,4,2264.22,2022-05-15,165,Resolved,Trucks and Buses,422.47,S346-4791,Customer_1956,+4-874-1095,4533 Main Street,Rome,18123,Germany,LastName_1437,FirstName_1663,Medium
12600,84,360.14,1,30251.76,2025-12-13,273,Resolved,Ships,518.97,S743-9134,Customer_1818,+5-493-5520,9261 Main Street,Berlin,71644,Australia,LastName_1278,FirstName_1632,Small
12601,37,148.5,5,5494.5,2018-07-28,325,On Hold,Ships,196.28,S348-1945,Customer_539,+61-115-3072,8005 Main Street,Amsterdam,85621,USA,LastName_328,FirstName_1739,Medium
12602,55,138.81,1,7634.55,2020-02-10,2,Disputed,Trains,155.34,S745-1818,Customer_1838,+16-738-9936,5371 Main Street,Madrid,53044,France,LastName_988,FirstName_430,Large
12603,66,389.65,5,25716.9,2021-03-04,92,In Process,Trucks and Buses,432.41,S263-9364,Customer_338,+65-433-1043,7282 Main Street,London,55150,Australia,LastName_459,FirstName_377,Small
12604,48,349.8,5,16790.4,2022-01-17,37,On Hold,Trains,436.52,S157-2918,Customer_387,+43-260-5143,7670 Main Street,Toronto,22041,Spain,LastName_1133,FirstName_1045,Medium
12605,87,382.78,3,33301.86,2018-02-25,185,Shipped,Classic Cars,571.63,S737-2972,Customer_1797,+68-750-5378,1439 Main Street,Amsterdam,13212,Australia,LastName_1534,FirstName_190,Medium
12606,14,72.32,1,1012.48,2023-07-11,132,Disputed,Motorcycles,107.83,S852-7122,Customer_139,+43-538-4487,3544 Main Street,London,71973,Italy,LastName_1434,FirstName_1280,Small
12607,100,197.51,5,19751.0,2024-07-19,135,In Process,Classic Cars,257.63,S957-4327,Customer_87,+73-254-7056,2920 Main Street,Berlin,89001,USA,LastName_769,FirstName_105,Medium
12608,53,107.36,1,5690.08,2022-12-03,41,Cancelled,Trucks and Buses,153.72,S967-3016,Customer_417,+62-310-5867,1419 Main Street,London,94565,Australia,LastName_1097,FirstName_1668,Small
12609,73,118.7,4,8665.1,2022-05-14,296,On Hold,Trains,139.58,S404-4400,Customer_1983,+55-458-4194,1377 Main Street,Paris,51303,Japan,LastName_1997,FirstName_1623,Medium
12610,48,476.64,5,22878.72,2019-04-26,188,Shipped,Trains,627.84,S427-2783,Customer_1877,+38-490-4812,1767 Main Street,Amsterdam,68687,Japan,LastName_1128,FirstName_1186,Medium
12611,53,392.72,2,20814.16,2025-07-22,23,Cancelled,Classic Cars,433.22,S259-4443,Customer_493,+29-808-9489,8605 Main Street,Berlin,23584,Japan,LastName_792,FirstName_9,Small
12612,42,23.28,2,977.76,2023-07-24,8,On Hold,Motorcycles,25.83,S417-5016,Customer_1587,+70-545-7218,7025 Main Street,Amsterdam,49742,Spain,LastName_83,FirstName_1663,Medium
12613,84,84.89,1,7130.76,2019-10-19,237,On Hold,Vintage Cars,118.29,S720-7856,Customer_1951,+55-307-7771,8249 Main Street,New York,56782,Germany,LastName_1989,FirstName_995,Small
12614,68,38.36,5,2608.48,2023-11-24,75,Cancelled,Classic Cars,55.74,S144-8543,Customer_61,+12-723-9880,2781 Main Street,Paris,70835,Spain,LastName_104,FirstName_1293,Large
12615,60,187.35,5,11241.0,2025-10-07,202,Cancelled,Motorcycles,206.32,S619-7783,Customer_1720,+25-513-8543,8641 Main Street,London,76255,Canada,LastName_1801,FirstName_868,Large
12616,74,199.73,1,14780.02,2022-03-30,204,Resolved,Ships,292.25,S164-3615,Customer_997,+76-148-6104,2678 Main Street,Sydney,32525,Netherlands,LastName_1377,FirstName_546,Medium
12617,42,256.75,1,10783.5,2022-09-26,279,Shipped,Ships,328.6,S237-3568,Customer_1293,+37-203-8476,9905 Main Street,Madrid,11099,Germany,LastName_253,FirstName_85,Large
12618,8,270.27,3,2162.16,2024-04-07,2,Resolved,Planes,396.12,S454-5234,Customer_528,+68-566-1729,4452 Main Street,Amsterdam,42333,Germany,LastName_523,FirstName_853,Medium
12619,70,194.8,4,13636.0,2025-02-11,69,In Process,Motorcycles,228.52,S321-2150,Customer_1373,+65-804-1484,6920 Main Street,Rome,64397,France,LastName_115,FirstName_656,Large
12620,78,443.23,4,34571.94,2025-02-15,350,On Hold,Classic Cars,601.08,S643-9170,Customer_1485,+72-108-4467,7294 Main Street,Amsterdam,32672,Australia,LastName_1446,FirstName_1889,Small
12621,57,62.39,4,3556.23,2023-11-25,270,In Process,Motorcycles,75.8,S182-6466,Customer_1611,+41-598-9855,1613 Main Street,Berlin,92803,Spain,LastName_411,FirstName_1464,Small
12622,37,411.09,1,15210.33,2023-05-12,342,On Hold,Vintage Cars,613.71,S376-8872,Customer_1217,+78-382-5129,4035 Main Street,Berlin,24576,Spain,LastName_1999,FirstName_1116,Small
12623,58,120.76,1,7004.08,2021-12-12,332,Resolved,Vintage Cars,152.57,S238-1524,Customer_1082,+40-944-1229,7218 Main Street,Amsterdam,45945,Italy,LastName_519,FirstName_1837,Small
12624,98,66.32,4,6499.36,2023-01-14,150,In Process,Vintage Cars,76.64,S714-8959,Customer_1047,+85-424-8003,5619 Main Street,London,51431,Australia,LastName_1360,FirstName_1750,Medium
12625,20,138.9,5,2778.0,2022-09-25,205,In Process,Classic Cars,186.69,S686-1898,Customer_949,+21-238-7881,7737 Main Street,Tokyo,45560,USA,LastName_888,FirstName_1365,Small
12626,13,164.07,3,2132.91,2019-03-03,116,Resolved,Classic Cars,209.24,S338-7670,Customer_1375,+69-638-4582,3877 Main Street,Tokyo,27689,Germany,LastName_1709,FirstName_1099,Large
12627,97,306.85,4,29764.45,2019-07-19,79,On Hold,Ships,445.69,S533-9208,Customer_1515,+54-291-7754,7058 Main Street,Toronto,17916,Germany,LastName_739,FirstName_823,Medium
12628,64,141.66,5,9066.24,2018-08-01,286,On Hold,Classic Cars,183.63,S181-6003,Customer_1705,+99-693-3636,6725 Main Street,London,73050,Germany,LastName_1284,FirstName_749,Small
12629,83,205.41,1,17049.03,2018-11-13,76,In Process,Vintage Cars,296.76,S975-7395,Customer_1304,+5-699-8109,1237 Main Street,Paris,89281,USA,LastName_1161,FirstName_1858,Small
12630,1,33.01,1,33.01,2022-10-27,200,On Hold,Trains,45.1,S993-6293,Customer_633,+44-418-5073,635 Main Street,New York,22594,Spain,LastName_1813,FirstName_1063,Medium
12631,52,73.84,4,3839.68,2021-05-06,333,Disputed,Classic Cars,104.98,S104-6157,Customer_371,+92-233-6568,9010 Main Street,Tokyo,76380,Spain,LastName_1406,FirstName_1906,Small
12632,8,254.55,2,2036.4,2019-10-09,55,In Process,Vintage Cars,318.04,S892-7551,Customer_1167,+14-146-8330,969 Main Street,Amsterdam,98965,Italy,LastName_1539,FirstName_1859,Small
12633,16,408.74,1,6539.84,2020-05-24,342,On Hold,Motorcycles,554.14,S466-1549,Customer_1947,+3-516-5419,2886 Main Street,London,70081,Italy,LastName_1860,FirstName_1616,Medium
12634,32,161.95,5,5182.4,2025-04-01,156,Disputed,Vintage Cars,200.07,S541-6834,Customer_125,+41-297-5660,8178 Main Street,Madrid,98068,France,LastName_163,FirstName_168,Medium
12635,2,86.91,3,173.82,2025-11-11,293,On Hold,Classic Cars,120.53,S662-9806,Customer_1477,+64-451-6884,9823 Main Street,Amsterdam,74689,Australia,LastName_1155,FirstName_1909,Large
12636,24,39.07,1,937.68,2025-07-20,176,On Hold,Classic Cars,58.02,S642-3698,Customer_1563,+30-150-2621,6544 Main Street,Paris,40276,USA,LastName_1865,FirstName_1350,Small
12637,81,483.44,2,39158.64,2024-10-06,253,In Process,Ships,585.78,S758-5706,Customer_466,+30-894-3383,9719 Main Street,Paris,55226,Spain,LastName_1076,FirstName_878,Medium
12638,89,325.34,3,28955.26,2025-12-07,27,On Hold,Trains,474.74,S565-3121,Customer_537,+82-751-7444,4489 Main Street,Tokyo,73022,UK,LastName_1612,FirstName_1778,Large
12639,66,113.43,3,7486.38,2019-02-25,288,Shipped,Vintage Cars,145.22,S911-2220,Customer_45,+5-710-8246,9160 Main Street,Paris,48216,UK,LastName_1257,FirstName_1041,Small
12640,75,289.26,1,21694.5,2022-04-03,325,On Hold,Classic Cars,332.2,S614-3074,Customer_868,+46-618-6712,9904 Main Street,Madrid,16594,UK,LastName_583,FirstName_1057,Large
12641,10,10.86,3,108.6,2023-04-08,288,Resolved,Planes,12.33,S885-9663,Customer_1523,+34-334-5333,5747 Main Street,Rome,55911,Canada,LastName_1333,FirstName_302,Small
12642,37,110.24,3,4078.88,2021-02-01,28,Disputed,Trains,141.87,S127-9423,Customer_1582,+3-524-4546,1166 Main Street,Berlin,87453,Australia,LastName_1250,FirstName_1329,Medium
12643,31,168.11,4,5211.41,2024-01-21,335,On Hold,Trains,206.85,S121-8742,Customer_429,+89-845-3023,2557 Main Street,Amsterdam,31435,Canada,LastName_1305,FirstName_207,Small
12644,24,202.79,2,4866.96,2019-01-23,337,Resolved,Motorcycles,248.97,S368-9122,Customer_1997,+71-617-4562,7609 Main Street,Madrid,16795,Spain,LastName_120,FirstName_758,Small
12645,57,22.32,3,1272.24,2025-03-28,10,Disputed,Vintage Cars,32.88,S494-4560,Customer_380,+57-514-3937,4184 Main Street,Berlin,27039,Italy,LastName_686,FirstName_928,Small
12646,1,479.31,4,479.31,2024-10-19,268,Shipped,Trucks and Buses,668.87,S141-8885,Customer_1052,+80-910-4958,7225 Main Street,Tokyo,77779,Spain,LastName_1014,FirstName_1359,Medium
12647,21,353.18,2,7416.78,2024-12-15,301,Resolved,Vintage Cars,506.57,S299-7370,Customer_1159,+14-930-9506,4925 Main Street,Sydney,46321,France,LastName_221,FirstName_1775,Large
12648,76,277.22,2,21068.72,2023-09-08,185,In Process,Ships,403.67,S257-9639,Customer_340,+52-927-3405,9908 Main Street,New York,23186,Italy,LastName_1646,FirstName_1880,Medium
12649,14,164.68,5,2305.52,2021-07-08,84,In Process,Trucks and Buses,210.55,S920-9902,Customer_1703,+95-605-2619,5917 Main Street,Sydney,39344,Germany,LastName_1969,FirstName_420,Small
12650,83,228.53,2,18967.99,2018-10-19,340,Cancelled,Ships,278.69,S606-6398,Customer_1837,+50-165-7930,1553 Main Street,Madrid,59736,Australia,LastName_1292,FirstName_104,Small
12651,15,403.29,1,6049.35,2018-06-27,87,In Process,Planes,512.04,S778-6845,Customer_1819,+67-786-8603,925 Main Street,New York,56010,Canada,LastName_1304,FirstName_257,Medium
12652,30,261.24,1,7837.2,2025-04-15,215,Cancelled,Motorcycles,351.53,S102-6421,Customer_1844,+28-607-7276,9799 Main Street,Berlin,32361,Netherlands,LastName_958,FirstName_1298,Large
12653,88,92.2,4,8113.6,2021-03-21,345,In Process,Trains,108.33,S504-9447,Customer_1386,+79-587-6197,3186 Main Street,Toronto,20054,Australia,LastName_335,FirstName_1369,Medium
12654,98,398.67,5,39069.66,2023-07-09,68,Disputed,Motorcycles,509.42,S556-4159,Customer_1501,+13-417-5911,4114 Main Street,Tokyo,45082,Canada,LastName_1216,FirstName_1447,Large
12655,49,333.28,3,16330.72,2025-08-11,294,Disputed,Vintage Cars,390.05,S369-4317,Customer_1133,+36-106-3311,8080 Main Street,Madrid,97141,Canada,LastName_1729,FirstName_727,Medium
12656,30,336.22,4,10086.6,2023-12-03,169,Shipped,Ships,429.65,S428-2799,Customer_1835,+70-259-6727,1453 Main Street,Toronto,14000,Germany,LastName_184,FirstName_1338,Large
12657,56,231.94,1,12988.64,2023-05-08,181,Resolved,Motorcycles,280.54,S948-7115,Customer_849,+55-179-7687,6594 Main Street,Madrid,99954,Italy,LastName_1631,FirstName_20,Small
12658,93,173.12,3,16100.16,2020-08-18,139,Shipped,Trains,196.05,S289-7425,Customer_1340,+48-450-8431,6202 Main Street,Paris,70481,Australia,LastName_859,FirstName_1729,Large
12659,99,420.45,4,41624.55,2022-01-25,234,Cancelled,Ships,485.92,S758-8808,Customer_983,+39-185-1961,5531 Main Street,New York,66783,Netherlands,LastName_665,FirstName_1259,Small
12660,97,402.86,2,39077.42,2020-09-15,124,Shipped,Planes,569.39,S993-7983,Customer_1559,+90-290-2921,5090 Main Street,Madrid,93423,USA,LastName_1770,FirstName_857,Small
12661,49,475.88,3,23318.12,2020-06-21,236,Cancelled,Trains,682.48,S112-6275,Customer_418,+38-268-9899,9772 Main Street,New York,74322,Netherlands,LastName_144,FirstName_1301,Medium
12662,20,293.6,1,5872.0,2024-06-15,332,In Process,Motorcycles,364.25,S157-8847,Customer_229,+7-542-7522,1995 Main Street,Rome,89154,USA,LastName_452,FirstName_888,Medium
12663,8,172.51,1,1380.08,2021-01-07,60,Shipped,Vintage Cars,235.09,S687-8688,Customer_908,+78-541-4321,1703 Main Street,Tokyo,85399,France,LastName_845,FirstName_908,Small
12664,73,465.74,4,33999.02,2025-07-20,24,Resolved,Vintage Cars,562.83,S530-2134,Customer_1768,+20-253-9376,3588 Main Street,New York,77255,Spain,LastName_1109,FirstName_1059,Medium
12665,92,239.85,5,22066.2,2024-01-18,260,Resolved,Classic Cars,288.39,S321-8459,Customer_714,+80-512-9700,6418 Main Street,Amsterdam,99988,Italy,LastName_363,FirstName_916,Medium
12666,65,101.82,2,6618.3,2018-02-20,18,Resolved,Ships,129.93,S432-5216,Customer_1000,+43-704-6815,262 Main Street,Toronto,35480,Germany,LastName_788,FirstName_927,Small
12667,94,332.36,1,31241.84,2021-09-03,195,In Process,Trains,462.89,S167-5538,Customer_37,+69-263-9760,2991 Main Street,Paris,63177,France,LastName_1922,FirstName_1248,Large
12668,16,323.95,4,5183.2,2018-11-23,215,On Hold,Motorcycles,429.93,S786-3747,Customer_1360,+28-776-2733,6123 Main Street,Tokyo,63518,Germany,LastName_961,FirstName_1104,Small
12669,29,67.9,5,1969.1,2018-09-14,186,Shipped,Planes,94.44,S826-4953,Customer_781,+75-922-1383,432 Main Street,Paris,67684,Japan,LastName_99,FirstName_623,Medium
12670,94,159.59,5,15001.46,2020-12-08,30,On Hold,Ships,226.96,S166-6383,Customer_202,+78-878-4649,4178 Main Street,London,74816,Netherlands,LastName_1157,FirstName_1816,Small
12671,91,316.73,1,28822.43,2024-12-23,351,Cancelled,Vintage Cars,448.44,S647-1890,Customer_44,+80-612-7978,819 Main Street,Rome,78502,Canada,LastName_1828,FirstName_1969,Medium
12672,40,431.47,4,17258.8,2025-03-01,218,Disputed,Vintage Cars,491.19,S588-8644,Customer_1403,+20-955-5559,2674 Main Street,New York,63638,Spain,LastName_103,FirstName_1141,Small
12673,44,372.79,3,16402.76,2024-03-20,78,On Hold,Ships,411.81,S738-8858,Customer_993,+92-800-6280,7933 Main Street,London,47338,USA,LastName_69,FirstName_473,Small
12674,26,50.92,1,1323.92,2023-10-31,211,Shipped,Vintage Cars,63.09,S671-8130,Customer_365,+99-255-6080,4977 Main Street,Madrid,64964,France,LastName_1322,FirstName_1966,Small
12675,79,142.54,3,11260.66,2023-09-04,108,Cancelled,Trucks and Buses,161.09,S686-1620,Customer_170,+2-239-7611,3808 Main Street,Berlin,44387,Japan,LastName_1711,FirstName_275,Small
12676,57,460.48,4,26247.36,2025-10-27,242,Shipped,Planes,566.83,S413-3710,Customer_866,+65-276-4846,5905 Main Street,Sydney,44592,Germany,LastName_1422,FirstName_570,Medium
12677,69,396.04,1,27326.76,2020-09-14,267,Disputed,Motorcycles,454.21,S420-6552,Customer_978,+52-716-5529,1633 Main Street,Sydney,23455,Germany,LastName_1276,FirstName_1118,Medium
12678,48,404.93,2,19436.64,2019-10-06,104,In Process,Trucks and Buses,447.68,S876-4534,Customer_1249,+64-348-2923,7584 Main Street,Sydney,31867,Australia,LastName_307,FirstName_1396,Large
12679,29,82.13,2,2381.77,2020-10-25,357,Cancelled,Motorcycles,114.61,S682-6725,Customer_1634,+95-594-8085,5340 Main Street,Rome,31729,Netherlands,LastName_14,FirstName_1006,Small
12680,29,193.16,1,5601.64,2022-09-18,363,On Hold,Trains,265.85,S889-6342,Customer_1476,+67-145-5994,8496 Main Street,London,90360,France,LastName_86,FirstName_975,Large
12681,70,88.03,4,6162.1,2020-02-06,187,Disputed,Trucks and Buses,115.2,S866-3944,Customer_1181,+25-988-8402,382 Main Street,Rome,30608,Australia,LastName_1780,FirstName_1038,Medium
12682,93,116.62,1,10845.66,2023-11-15,30,On Hold,Trucks and Buses,153.4,S946-3226,Customer_857,+19-873-4323,1355 Main Street,Rome,70317,Australia,LastName_1740,FirstName_42,Small
12683,11,191.35,2,2104.85,2025-02-17,230,Disputed,Motorcycles,286.12,S320-5927,Customer_1571,+13-949-5679,7272 Main Street,Madrid,54232,Italy,LastName_1744,FirstName_1430,Large
12684,66,351.33,4,23187.78,2020-05-16,249,Shipped,Classic Cars,525.2,S704-9800,Customer_968,+2-637-1508,5453 Main Street,Berlin,76306,UK,LastName_1106,FirstName_1915,Large
12685,71,371.92,1,26406.32,2019-12-22,360,Cancelled,Ships,525.57,S328-7395,Customer_1641,+43-563-6959,3200 Main Street,Madrid,60976,France,LastName_1652,FirstName_591,Medium
12686,15,87.68,3,1315.2,2022-04-20,79,Cancelled,Classic Cars,96.87,S997-4367,Customer_1608,+36-890-7682,4201 Main Street,Paris,27237,Japan,LastName_1159,FirstName_1408,Large
12687,50,69.79,5,3489.5,2018-08-21,229,Shipped,Planes,95.69,S485-1726,Customer_1876,+94-542-4316,9916 Main Street,Tokyo,44471,Australia,LastName_153,FirstName_76,Medium
12688,85,425.97,2,36207.45,2023-10-26,77,Resolved,Classic Cars,480.6,S249-9459,Customer_1497,+49-115-6015,3040 Main Street,Madrid,76433,Australia,LastName_1436,FirstName_1015,Small
12689,97,38.04,4,3689.88,2025-04-20,97,Disputed,Motorcycles,47.33,S712-6456,Customer_1334,+84-873-7802,2887 Main Street,Sydney,92123,USA,LastName_1407,FirstName_1191,Medium
12690,79,157.04,2,12406.16,2020-05-27,163,Cancelled,Planes,205.95,S729-1027,Customer_1388,+71-626-9503,6285 Main Street,New York,78850,Canada,LastName_188,FirstName_1812,Small
12691,59,58.74,5,3465.66,2019-12-16,104,Disputed,Vintage Cars,65.22,S898-7782,Customer_1048,+4-619-6467,9149 Main Street,Amsterdam,47513,France,LastName_1602,FirstName_1577,Medium
12692,27,403.09,4,10883.43,2019-07-05,57,Cancelled,Classic Cars,512.98,S909-9099,Customer_1016,+54-317-4664,1191 Main Street,Tokyo,19951,Netherlands,LastName_113,FirstName_1641,Medium
12693,30,261.11,3,7833.3,2025-10-31,123,Shipped,Trains,348.98,S580-8998,Customer_675,+99-484-9398,4284 Main Street,London,25367,Netherlands,LastName_249,FirstName_1139,Small
12694,9,407.26,4,3665.34,2021-02-17,236,Cancelled,Planes,462.89,S809-4742,Customer_215,+16-263-7331,5846 Main Street,Tokyo,67771,France,LastName_794,FirstName_16,Small
12695,8,74.26,2,594.08,2019-03-14,68,Shipped,Vintage Cars,97.36,S558-1277,Customer_632,+23-820-5005,2303 Main Street,Madrid,51250,Netherlands,LastName_1116,FirstName_1130,Small
12696,11,271.2,5,2983.2,2019-11-15,12,In Process,Classic Cars,300.96,S367-2906,Customer_781,+45-233-8430,2744 Main Street,Rome,21721,Netherlands,LastName_1820,FirstName_1161,Small
12697,2,291.65,2,583.3,2019-02-01,21,Shipped,Trains,328.92,S716-3963,Customer_1552,+42-165-4694,6504 Main Street,London,30460,Germany,LastName_1113,FirstName_1336,Small
12698,10,115.51,4,1155.1,2018-05-12,90,Shipped,Trains,153.2,S673-2490,Customer_1706,+77-419-1080,1225 Main Street,Paris,60877,Japan,LastName_794,FirstName_169,Large
12699,31,409.82,1,12704.42,2023-03-22,253,Cancelled,Vintage Cars,476.49,S747-5625,Customer_747,+7-812-1117,7110 Main Street,Berlin,99810,Australia,LastName_469,FirstName_494,Small
12700,47,23.34,4,1096.98,2025-12-19,95,In Process,Classic Cars,28.71,S169-1584,Customer_640,+74-378-7190,1959 Main Street,Madrid,42014,USA,LastName_1800,FirstName_1832,Medium
12701,86,46.56,3,4004.16,2019-02-16,105,Cancelled,Ships,53.55,S705-7484,Customer_908,+26-156-3454,4808 Main Street,New York,72620,France,LastName_192,FirstName_1307,Small
12702,44,287.86,4,12665.84,2022-08-27,172,Cancelled,Classic Cars,381.53,S327-7289,Customer_462,+85-629-6929,7873 Main Street,Paris,36294,Germany,LastName_1240,FirstName_208,Large
12703,41,438.06,1,17960.46,2025-11-17,5,Shipped,Trains,578.7,S204-7420,Customer_291,+88-486-8997,5908 Main Street,New York,22127,France,LastName_882,FirstName_1064,Small
12704,83,69.43,4,5762.69,2022-01-25,2,Shipped,Classic Cars,92.41,S886-7064,Customer_1777,+47-623-5758,6366 Main Street,Paris,94257,UK,LastName_121,FirstName_201,Large
12705,14,383.76,5,5372.64,2018-03-29,71,Cancelled,Classic Cars,422.47,S484-6702,Customer_216,+77-634-9971,9896 Main Street,New York,63211,USA,LastName_1727,FirstName_1217,Small
12706,63,385.16,1,24265.08,2023-02-13,175,Shipped,Ships,512.78,S265-7387,Customer_1669,+60-584-6805,343 Main Street,Paris,62591,Canada,LastName_1814,FirstName_802,Large
12707,21,334.32,5,7020.72,2025-01-13,145,Cancelled,Ships,448.54,S541-6665,Customer_871,+69-861-9176,2698 Main Street,New York,28636,USA,LastName_527,FirstName_1732,Large
12708,63,49.36,1,3109.68,2020-07-20,196,Disputed,Trucks and Buses,58.79,S599-7170,Customer_1541,+38-190-5137,4776 Main Street,London,71474,Canada,LastName_1406,FirstName_1858,Large
12709,57,469.45,3,26758.65,2020-06-11,32,On Hold,Trucks and Buses,625.4,S463-1251,Customer_1961,+72-152-1814,2379 Main Street,Tokyo,12420,Italy,LastName_1473,FirstName_1194,Medium
12710,40,240.53,3,9621.2,2022-10-06,130,Cancelled,Trains,307.79,S242-5164,Customer_417,+53-744-2521,623 Main Street,Tokyo,13251,Japan,LastName_1067,FirstName_1926,Small
12711,34,168.47,5,5727.98,2019-04-22,135,Disputed,Vintage Cars,230.13,S552-1675,Customer_309,+26-528-1098,7204 Main Street,Paris,24725,Spain,LastName_122,FirstName_1607,Medium
12712,2,92.03,3,184.06,2019-11-27,171,On Hold,Classic Cars,125.56,S182-4083,Customer_522,+96-195-8374,6902 Main Street,London,34472,Netherlands,LastName_58,FirstName_1859,Large
12713,45,156.59,1,7046.55,2023-07-08,189,On Hold,Ships,174.23,S497-5052,Customer_920,+79-137-6750,9001 Main Street,Paris,82675,UK,LastName_1134,FirstName_233,Medium
12714,25,310.65,2,7766.25,2024-11-07,207,Resolved,Ships,454.02,S126-9899,Customer_336,+75-533-6799,7112 Main Street,Toronto,27906,USA,LastName_1601,FirstName_1722,Medium
12715,37,199.37,4,7376.69,2023-05-19,192,On Hold,Vintage Cars,263.57,S464-7265,Customer_348,+43-148-5284,5784 Main Street,New York,99194,Canada,LastName_1329,FirstName_1776,Medium
12716,32,399.2,5,12774.4,2024-07-05,289,Cancelled,Trucks and Buses,513.93,S115-3795,Customer_1054,+56-222-1135,2364 Main Street,Amsterdam,55134,Australia,LastName_1567,FirstName_1706,Small
12717,33,126.82,2,4185.06,2021-08-13,349,On Hold,Classic Cars,140.07,S290-9872,Customer_1560,+53-445-2930,8794 Main Street,Toronto,83767,Netherlands,LastName_73,FirstName_1596,Medium
12718,24,269.74,2,6473.76,2024-10-12,21,On Hold,Classic Cars,298.34,S543-9011,Customer_450,+2-851-9868,3687 Main Street,New York,39752,Netherlands,LastName_1846,FirstName_1080,Medium
12719,3,61.26,4,183.78,2025-02-23,243,In Process,Trains,77.23,S245-2067,Customer_1192,+83-225-1284,5381 Main Street,New York,74173,Canada,LastName_1186,FirstName_939,Small
12720,78,183.46,4,14309.88,2021-04-16,156,On Hold,Ships,222.16,S970-8151,Customer_1211,+15-416-5050,8354 Main Street,Madrid,66883,Spain,LastName_425,FirstName_1132,Large
12721,40,130.38,3,5215.2,2022-03-07,211,In Process,Vintage Cars,175.14,S713-8566,Customer_1280,+21-676-7178,2951 Main Street,Rome,39698,UK,LastName_1467,FirstName_975,Small
12722,22,482.01,2,10604.22,2023-06-27,21,Cancelled,Ships,696.35,S730-2291,Customer_1170,+86-141-6348,6703 Main Street,Rome,52093,Canada,LastName_1893,FirstName_1918,Medium
12723,9,345.76,3,3111.84,2020-02-23,10,In Process,Vintage Cars,452.03,S976-4779,Customer_308,+74-898-9306,7274 Main Street,Rome,81736,Canada,LastName_1313,FirstName_1297,Large
12724,56,26.36,3,1476.16,2025-01-13,44,Resolved,Motorcycles,33.96,S107-3623,Customer_1395,+35-290-4895,7009 Main Street,Berlin,67859,France,LastName_1493,FirstName_1355,Small
12725,60,132.2,1,7932.0,2018-10-03,111,Shipped,Planes,198.05,S297-5706,Customer_154,+25-452-8889,1955 Main Street,Rome,83601,UK,LastName_848,FirstName_255,Small
12726,14,372.82,3,5219.48,2023-03-05,195,Cancelled,Motorcycles,476.5,S361-8557,Customer_1104,+62-910-4751,5633 Main Street,Paris,25865,France,LastName_1690,FirstName_1975,Medium
12727,45,398.82,4,17946.9,2021-06-04,231,Cancelled,Motorcycles,542.7,S897-7495,Customer_1049,+69-434-3885,6628 Main Street,Rome,40329,Spain,LastName_1305,FirstName_1488,Small
12728,2,277.26,5,554.52,2024-10-11,137,Cancelled,Planes,326.54,S227-5885,Customer_1121,+86-474-8764,8309 Main Street,Toronto,63031,Australia,LastName_1848,FirstName_888,Small
12729,67,269.46,1,18053.82,2025-08-08,135,Shipped,Planes,370.11,S138-3127,Customer_577,+37-511-4024,9106 Main Street,Amsterdam,32344,Italy,LastName_135,FirstName_958,Small
12730,34,349.32,1,11876.88,2024-02-11,234,Cancelled,Trains,497.2,S954-4303,Customer_161,+34-677-4197,1535 Main Street,Amsterdam,21191,Germany,LastName_925,FirstName_1866,Small
12731,98,84.34,2,8265.32,2023-11-01,3,On Hold,Trucks and Buses,93.0,S334-1053,Customer_1590,+83-637-4765,4542 Main Street,Tokyo,24672,Canada,LastName_823,FirstName_587,Medium
12732,53,134.99,2,7154.47,2023-05-09,101,Resolved,Ships,201.07,S668-2568,Customer_417,+30-845-8783,2155 Main Street,London,93315,Spain,LastName_1659,FirstName_1425,Large
12733,14,283.55,3,3969.7,2021-11-15,106,Disputed,Planes,332.93,S804-9255,Customer_1096,+32-134-3865,1448 Main Street,Berlin,62104,Spain,LastName_130,FirstName_836,Small
12734,84,126.88,5,10657.92,2021-06-27,37,Disputed,Vintage Cars,178.1,S565-7613,Customer_28,+20-623-9079,5076 Main Street,Tokyo,11883,Spain,LastName_328,FirstName_848,Large
12735,88,132.93,5,11697.84,2018-10-18,1,On Hold,Ships,147.83,S701-2443,Customer_855,+62-649-2221,2845 Main Street,Amsterdam,76942,Germany,LastName_910,FirstName_1249,Large
12736,29,304.85,5,8840.65,2021-09-09,324,Resolved,Classic Cars,450.17,S159-3543,Customer_1978,+24-906-8340,8469 Main Street,Toronto,45899,Italy,LastName_1172,FirstName_714,Small
12737,76,165.18,4,12553.68,2024-08-13,264,Disputed,Classic Cars,197.75,S894-3856,Customer_88,+57-271-5923,8384 Main Street,Rome,22993,Canada,LastName_698,FirstName_885,Large
